S/N,Division,Name of Merchant / Hawker stall,Trade of services/goods,Address,Postal Code
1752,Queenstown,LIM DA MA LEI CHA,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-02,150006
1753,Queenstown,WEI NIAN STEW SOUP,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-20,150006
1754,Queenstown,JIN JIN DESSERT,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-21,150006
1755,Queenstown,MAKAN ENAK@0124,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-24,150006
1756,Queenstown,NASI PUTIH AYAM PENYET,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-26,150006
1757,Queenstown,G. I. FRESH FRUIT JUICE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-30,150006
1758,Queenstown,SIN HENG KEE HAINANESE CHICKEN RICE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-34,150006
1759,Queenstown,ABC COFFEESHOP / SOON LEE KWAY TEOW,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-35/36,150006
1760,Queenstown,YONG ZHEN LOR MEE,FOOD & BEVERAGES,6 JLN BUKIT MERAH #01-40,150006
1761,Queenstown,LENG KEE FISH SOUP,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-41,150006
1762,Queenstown,ABC DEJI FISH HEAD BEE HOON,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-48,150006
1763,Queenstown,128 YONG TAU FU,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-128,150006
1764,Queenstown,MA BO NOODLE STALL,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-139,150006
1765,Queenstown,FISH STALL,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-65,150006
1766,Queenstown,AH HENG VEGETABLE,WET MARKET,6 JALAN BUKIT MERAH #01-87,150006
1767,Queenstown,HYLAM STREET OLD COFFEE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-53,150006
1768,Queenstown,AH KEN NOODLE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-51,150006
1769,Queenstown,LIAN XIN HAINANESE CHICKEN RICE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-125,150006
1770,Queenstown,TAN CHOW HENG COFFEE STALL,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-123,150006
1771,Queenstown,MMH TIFFIN CENTRE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-16,150006
1772,Queenstown,TANGLIN CARROT CAKE & OYSTER,FOOD & BEVERAGES,6 JALAN BUKIT MERAH#01-130,150006
1773,Queenstown,FOUR SEASONS CHING TENG,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-46,150006
1774,Queenstown,PORK STALL,WET MARKET,6 JALAN BUKIT MERAH #01-78,150006
1775,Queenstown,ABC BRICKWORKS MIXED VEG RICE PORRIDGE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-111,150006
1776,Queenstown,Y. R. A RASOOL FATIMAH,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-10,150006
1777,Queenstown,M. J. CAFE CORNER,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-09,150006
1778,Queenstown,REMPAH RATUS,WET MARKET,6 JALAN BUKIT MERAH #01-62,150006
1779,Queenstown,K. L. HOKKIEN NOODLE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-110,150006
1780,Queenstown,BAK KUT TEH,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-117,150006
1781,Queenstown,HO KEE FRIED RICE,WET MARKET,6 JALAN BUKIT MERAH #01-31,150006
1782,Queenstown,ABDUL JALIL STALL,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-23,150006
1783,Queenstown,CHEN JI BRAISED DUCK,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-122,150006
1784,Queenstown,SKEIKH INDIAN PAKISTANI FOOD,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-12,150006
1785,Queenstown,GU ZAORENG TAIWAN PORRIDGE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-142/143,150006
1786,Queenstown,HAPPY FRUIT JUICE,FOOD & BEVERAGES,6 JALAN BUKIT MERAH #01-136,150006
1787,Queenstown,VEGETABLES STALL,WET MARKET,6 JALAN BUKIT MERAH #01-85,150006
1788,Queenstown,JADE OPTICAL CENTRE,OTHERS: OPTICAL,BLK 7 #01-4432 JALAN BUKIT MERAH,150007
1789,Queenstown,WENDWORTH,GROCERY/PROVISION SHOP/MINIMART,37 JALAN RUMAH TINGGI #01-413,150037
1790,Queenstown,LENGKOK BAHRU FISHBALL NOODLE,FOOD & BEVERAGES,BLK 58 LENGKOK BAHRU #01-521,150058
1791,Queenstown,HOLLYWOOD BISTRO COFFEE STALL,FOOD & BEVERAGES,BLK 58 LENGKOK BAHRU #01-521,150058
1792,Queenstown,PAO FU TRADING,GROCERY/PROVISION SHOP/MINIMART,BLOCK 58 LENGKOK BAHRU #01-509,150058
1793,Queenstown,TIAN LIANG YUEN,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-41,150120
1794,Queenstown,MA LA XIANG GUO,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-42,150120
1795,Queenstown,LIAN KEE MINCED MEAT NOODLE,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-50,150120
1796,Queenstown,MING XIANG,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-32,150120
1797,Queenstown,HONG KONG YUMMY SOUP,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-51,150120
1798,Queenstown,SOON LAI BBQ FISH,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-57,150120
1799,Queenstown,DANGER CLOSE BEVERAGE CO.,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-05,150120
1800,Queenstown,WU WEI XIANG,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-07,150120
1801,Queenstown,BENG HUAT HOT & COLD DRINKS,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-14,150120
1802,Queenstown,HEALTHY FOOD JUICES,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-06,150120
1803,Queenstown,LEON KEE CLAYPOT PORK RIB SOUP,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-18,150120
1804,Queenstown,MEI WEI CHICKEN RICE (MUSLIM),FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-22,150120
1805,Queenstown,HAJI K. ABDUL REHUMAN MUSLIM FOOD,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-76,150120
1806,Queenstown,DESSERTS PAVILION,FOOD & BEVERAGES,120 BUKIT MERAH LANE #01-69,150120
1807,Queenstown,PU TIAN DELIGHTS,FOOD & BEVERAGES,120 BUKIT MERAH LANE #01-88,150120
1808,Queenstown,WEIZHONG QI PRAWN NOODLE,FOOD & BEVERAGES,120 BUKIT MERAH LANE #01-87,150120
1809,Queenstown,DEPOT RR ZHEN SHAN MEI CLAYPOT LAKSA,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-75,150120
1810,Queenstown,MAMA KITCHEN,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-62,150120
1811,Queenstown,OLD PUNGGOL SATAY,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-52,150120
1812,Queenstown,XING GUANG VEGETARIAN,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-64,150120
1813,Queenstown,HUAT SENG,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-63,150120
1814,Queenstown,LUCKY VEGETARIAN,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-81,150120
1815,Queenstown,SHENG FENG FRUIT JUICE STALL,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-11,150120
1816,Queenstown,KING AVOCADO,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-17,150120
1817,Queenstown,WANG WANG 143,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-43,150120
1818,Queenstown,JIN PAI ZICHAR,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-47,150120
1819,Queenstown,CHINA SQUARE,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-45,150120
1820,Queenstown,HONG HUAT FRUIT JUICE,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-38,150120
1821,Queenstown,AJ DELIGHTS PTE LTD,FOOD & BEVERAGES,BLK 120 BUKIT MERAH LANE 1 #01- 82/83,150120
1822,Queenstown,SHANGHAI LAMIAN,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-56,150120
1823,Queenstown,SOON SENG COFFEE STALL,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-67,150120
1824,Queenstown,SLICED FISH SOUP,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-44,150120
1825,Queenstown,J & J KOPI GARDEN,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-59,150120
1826,Queenstown,SENG HENG CARROT CAKE,FOOD & BEVERAGES,120 BUKIT MERAH LANE 1 #01-24,150120
1827,Queenstown,EVERGREEN STATIONERY,OTHERS: STATIONERY,BUKIT MERAH LANE 1 BLK 123 #01-76,150123
1828,Queenstown,HE JI MIXED RICE,FOOD & BEVERAGES,BLK 28 HOY FATT ROAD 01-24,151028
1829,Queenstown,TIAN XIANG F&B,FOOD & BEVERAGES,BLK 55 LENGKOK BAHRU #01-409,151055
1830,Queenstown,RSK INDIAN MUSLIM FOOD,FOOD & BEVERAGES,BLK 55 LENGKOK BAHRU #01-409,151055
1831,Queenstown,NUR CAHAYA MUSLIM FOOD,FOOD & BEVERAGES,BLK 55 LENGKOK BAHRU #01-409,151055
1832,Queenstown,TIAN XIANG ZI CHAR,FOOD & BEVERAGES,BLK 55 LENGKOK BAHRU #01-409,151055
1833,Queenstown,L&D BEAUTY AND HAIR SALOON,HAIR SALON/BARBER SHOP,BLK 55 LENGKOK BAHRU #01-395,151055
1834,Queenstown,AAYSHA RESTAURANT,FOOD & BEVERAGES,BLK 63 LENGKOK BAHRU #01-358,151063
1835,Queenstown,DE TIAN DRINK STALL,FOOD & BEVERAGES,BLK 28 JALAN BUKIT MERAH #01-4476,152028
1836,Queenstown,THE LIVING ROOM,FOOD & BEVERAGES,400 LENGKOK BAHRU #01-01,159049
1837,Radin Mas,AL HUDAH RESTAURANT,FOOD & BEVERAGES,"BLK 10 TELOK BLANGAH CRESCENT #01-
144",90010
1838,Radin Mas,JALAN TUA KONG YA LIM MEE POK,FOOD & BEVERAGES,"BLK 10 TELOK BLANGAH CRESCENT, COFFEE SHOP #01-155",90010
1839,Radin Mas,59 SEAFOOD ROJAK,FOOD & BEVERAGES,"BLK 10 TELOK BLANGAH CRESCENT, COFFEE SHOP #01-155",90010
1840,Radin Mas,HUA ZAI HONG KONG STYLE ROASTED MEAT,FOOD & BEVERAGES,"BLK 10 TELOK BLANGAH CRESCENT, COFFEE SHOP #01-155",90010
1841,Radin Mas,CHAR-GRILL BAR,FOOD & BEVERAGES,"BLK 10 TELOK BLANGAH CRESCENT, COFFEE SHOP #01-155",90010
1842,Radin Mas,MY SEAFOOD HOUSE,FOOD & BEVERAGES,"BLK 10 TELOK BLANGAH CRESCENT, COFFEE SHOP #01-155",90010
1843,Radin Mas,SOON LEE HENG SATAY,FOOD & BEVERAGES,"BLK 10 TELOK BLANGAH CRESCENT, COFFEE SHOP #01-155",90010
1844,Radin Mas,10 MIXED RICE,FOOD & BEVERAGES,"BLK 10 TELOK BLANGAH CRESCENT, COFFEE SHOP #01-155",90010
1845,Radin Mas,GUAN SENG CARROT CAKE 源尹菜头糕,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-81",90011
1846,Radin Mas,CHIN SIN BEVERAGE 振尹茶孭,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-82",90011
1847,Radin Mas,"TECK KEE FRIED HOKKIEN PRAWN MEE
尅记炒福寠虾面",FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-84",90011
1848,Radin Mas,GEMS HARVEST 金玉寷,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-86",90011
1849,Radin Mas,XI DE LI 西専利,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-88",90011
1850,Radin Mas,"CHEE SENG MIXED VEGETABLE RICE
尋尹合记什菜饭",FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-89",90011
1851,Radin Mas,"SUN TOO CHICKEN RICE & NOODLES
新都饭面之孰",FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-90",90011
1852,Radin Mas,RU YI VEGETARIAN 如尯素食,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-92",90011
1853,Radin Mas,AL-AMIN FOOD STALL,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-95",90011
1854,Radin Mas,HUA FA FISH NOODLE 华发鱼圆面,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-97",90011
1855,Radin Mas,爱麺子,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-103",90011
1856,Radin Mas,ECON KITCHEN 孧寚宅厨,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-107",90011
1857,Radin Mas,HAI-O COOKED FOOD 海鸥熟食,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-109",90011
1858,Radin Mas,EDMOND CHICKEN RICE,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-110",90011
1859,Radin Mas,TAOYUAN DIAN XIN 桃园点將,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-111",90011
1860,Radin Mas,ECONOMY SNACKS 经济宅吃,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-112",90011
1861,Radin Mas,TASTY SOUP YONG TAU FU 好汤水酿豆腐,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-115",90011
1862,Radin Mas,TEOCHEW FISH SOUP 荣记潮宧鱼汤,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-117",90011
1863,Radin Mas,UNCLE LIM TRADITIONAL PANCAKES,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-120",90011
1864,Radin Mas,TEOCHEW CARROT CAKE 潮宧菜头粿,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-121",90011
1865,Radin Mas,REJOICINGS WESTERN FOOD,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-122",90011
1866,Radin Mas,"AH BOON HANDMADE FISH CAKE
亚文炸居宨鱼饼",FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-125",90011
1867,Radin Mas,KOU FU LE FISH SOUP 口福乐鱼汤,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-126",90011
1868,Radin Mas,"UNCLE LEE'S HONG KONG NOODLES & RICE
胡须佬香港面饭",FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-127",90011
1869,Radin Mas,"HONG KONG SOY SAUCE CHICKEN RICE &
NOODLES 香港油鸡饭面",FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-132",90011
1870,Radin Mas,肥珠 NOODLE,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-133",90011
1871,Radin Mas,AH BEE ACAR,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-63 S(090011)",90011
1872,Radin Mas,HEALTHY VEGETARIAN FOOD,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-83 S(090011)",90011
1873,Radin Mas,JIAK SONG MEE HOON KWAY,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-108 S(090011)",90011
1874,Radin Mas,"TEOCHEW HANDMADE SQUID BALL
麦士威83号潮宧居宨墨斗丸",FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-119 S(090011)",90011
1875,Radin Mas,TRADITIONAL SNACK 传统宅吃,FOOD & BEVERAGES,"BLK 11 TELOK BLANGAH CRESCENT, FOOD CENTRE #01-123 S(090011)",90011
1876,Radin Mas,CHEE SIN TRADING,GROCERY/PROVISION SHOP/MINIMART,"11 TELOK BLANGAH CRESCENT MARKET
#01-59",090011
1877,Radin Mas,CHANG CHENG FOOD & BEVERAGE PTE LTD – DRINK STALL,FOOD & BEVERAGES,"BLK 12 TELOK BLANGAH CRESCENT #01-
91",90012
1878,Radin Mas,CHANG CHENG FOOD & BEVERAGE PTE LTD - SEAFOOD,FOOD & BEVERAGES,"BLK 12 TELOK BLANGAH CRESCENT #01-
91",90012
1879,Radin Mas,THE R'S CAFÉ,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-30",90036
1880,Radin Mas,RADIN MAS PRATA HEART,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-31",90036
1881,Radin Mas,PUBLIC'S CURRY RICE,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-32",90036
1882,Radin Mas,HAI YAN COFFEE STALL,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-33",90036
1883,Radin Mas,HAI YAN FRIED KWAY TEOW MEE,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-38",90036
1884,Radin Mas,TIAN TIAN HAO,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-43",90036
1885,Radin Mas,JC TEOCHEW BRAISED DUCK,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-44",90036
1886,Radin Mas,LONG FENG COOKED FOOD,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-46",90036
1887,Radin Mas,BANDA I DORA,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-48",90036
1888,Radin Mas,SIN KEE HUA COFFEE,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-50",90036
1889,Radin Mas,JIAN CHENG COOKED FOOD,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #01-51",90036
1890,Radin Mas,TECK KEE WANTON MEE,FOOD & BEVERAGES,"BLK 36, TELOK BLANGAH RISE, FOOD CENTRE #05-52",90036
1891,Radin Mas,U SHEN SUPERMART PTE LTD,GROCERY/PROVISION SHOP/MINIMART,38 TELOK BLANGAH RISE #01-319,90038
1892,Radin Mas,HOUGANG NASI LEMAK TRISHAW NOODLE MEE SUA PASTE,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-157,90109
1893,Radin Mas,YI JIA DRINK STALL,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-158,90109
1894,Radin Mas,YUET SING SEAFOOD,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-159,90109
1895,Radin Mas,109 HANDMADE YONG TAU FOO,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-160,90109
1896,Radin Mas,好蘇丹虾面,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-161,90109
1897,Radin Mas,VEGETARIAN FOOD STALL,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-162,90109
1898,Radin Mas,AL KASIM INDIAN MUSLIM FOOD,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-163,90109
1899,Radin Mas,缘記燒䁽,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-164,90109
1900,Radin Mas,LOH JIA DELICIOUS,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-165,90109
1901,Radin Mas,DO EAT WESTERN FOOD,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-166,90109
1902,Radin Mas,JIN SHENG MIXED RICE/PORRIDGE,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD COFFEE SHOP #01-167,90109
1903,Radin Mas,HOUGANG ECONOMIC BEE HOON,FOOD & BEVERAGES,BLK 109 BUKIT PURMEI ROAD #01-157,90109
1904,Radin Mas,PAU DIN SUM/TRADITIONAL BREAKFAST/DRINK STALL,FOOD & BEVERAGES,BLK 112 BUKIT PURMEI ROAD #01-221,90112
1905,Radin Mas,WONDERFUL MIXED RICE/ECONOMIC BEE HOON,FOOD & BEVERAGES,BLK 112 BUKIT PURMEI ROAD #01-221,90112
1906,Radin Mas,CHARCOAL HONG KONG STYLE ROASTED,FOOD & BEVERAGES,BLK 112 BUKIT PURMEI ROAD #01-221,90112
1907,Radin Mas,MING XING FISHBALL MINCED MEAT NOODLE,FOOD & BEVERAGES,BLK 112 BUKIT PURMEI ROAD #01-221,90112
1908,Radin Mas,TOP CORNER WESTERN FOOD,FOOD & BEVERAGES,BLK 112 BUKIT PURMEI ROAD #01-221,90112
1909,Radin Mas,THAI CUISINE/MR. TOMYUM,FOOD & BEVERAGES,BLK 112 BUKIT PURMEI ROAD #01-221,90112
1910,Radin Mas,THYE HUAT NOODLE HOUSE,FOOD & BEVERAGES,BLK 112 BUKIT PURMEI ROAD #01-221,90112
1911,Radin Mas,ANOTHER SEAFOOD,FOOD & BEVERAGES,BLK 112 BUKIT PURMEI ROAD #01-221,90112
1912,Radin Mas,HUI SHANG,GROCERY/PROVISION SHOP/MINIMART,"112 BUKIT PURMEI ROAD, #01-213, S(090112)",90112
1913,Radin Mas,KHENG NAM LEE CURRY RICE,FOOD & BEVERAGES,"2 SEAH IM RD, #01-53, SINGAPORE
099114",099114
1914,Radin Mas,5G TELECOM PTE LTD,OTHERS: MOBILE PHONE AND REPAIRS SHOP,BLK 78 REDHILL LANE #01-17 SG150078,150078
1915,Radin Mas,SPICE @ SPICES,WET MARKET,"79, REDHILL LANE #01-88/89",150079
1916,Radin Mas,DAENG M.Y.,FOOD & BEVERAGES,"BLK 80 REDHILL LANE, #01-350, COFFEE SHOP",150080
1917,Radin Mas,如尯园素食,FOOD & BEVERAGES,"BLK 80 REDHILL LANE, #01-350, COFFEE SHOP",150080
1918,Radin Mas,AL KAMA PRATA STALL,FOOD & BEVERAGES,"BLK 80 REDHILL LANE, #01-350, COFFEE SHOP",150080
1919,Radin Mas,鸿宅食 HONG SNACK HOUSE,FOOD & BEVERAGES,"BLK 80 REDHILL LANE, #01-350, COFFEE SHOP",150080
1920,Radin Mas,132 裕寜薄饼 JURONG POPIAH,FOOD & BEVERAGES,"BLK 80 REDHILL LANE, #01-350, COFFEE SHOP",150080
1921,Radin Mas,"TANJONG RHU WANTON NOODLE SINCE 1986
丹戎禺云吞面",FOOD & BEVERAGES,"BLK 80 REDHILL LANE, #01-350, COFFEE SHOP",150080
1922,Radin Mas,什菜饭 番襄糜,FOOD & BEVERAGES,"BLK 80 REDHILL LANE, #01-350, COFFEE SHOP",150080
1923,Radin Mas,ALI FATIMAH FOOD STALL,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-01",150085
1924,Radin Mas,"YEAP SENG HANDMADE PAU TIM
協尹居宨飽点",FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-04",150085
1925,Radin Mas,"HONG KONG STYLE FISH HEAD BEE HOON •
SPECIAL SIDE DISH 港寥鱼头米粉、特寥宅吃",FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-12",150085
1926,Radin Mas,紅宝水粿,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-15",150085
1927,Radin Mas,盛旺什菜饭糜,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-17",150085
1928,Radin Mas,焱炸鸡翅膀炒米粉,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-19",150085
1929,Radin Mas,"SENG HENG BRAISED DUCK
尹兴著名福寠鹵鸭面",FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-28",150085
1930,Radin Mas,FAITH & AARON MINI HOTPOT 迷你火锅,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-29",150085
1931,Radin Mas,"FAITH NASI LEMAK, FRIED BEE HOON / MEE
信將椰漿饭炒米粉面",FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-30",150085
1932,Radin Mas,YA LE • SPREAD FOR BREAD 雅乐搽面包,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-34",150085
1933,Radin Mas,JIA XIANG NASI LEMAK 佳香米暹椰浆饭,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-35",150085
1934,Radin Mas,"FU CHENG TEOCHEW MINCED MEAT NOODLE
孷城潮宧鱼圆肉胜面",FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-39",150085
1935,Radin Mas,SHI LE YUAN 實叻園糜,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-41",150085
1936,Radin Mas,"TRADITIONAL HAINANESE CHICKEN RICE
荣记统海南鸡饭",FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-42",150085
1937,Radin Mas,YONG KEE H.K. ROASTED 镛记香港烧腊,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-44",150085
1938,Radin Mas,BOON CURRY 咖喱来了,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-62",150085
1939,Radin Mas,"WEI ZHEN BAN MIAN.FISH SOUP
味真板面鱼汤",FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-63",150085
1940,Radin Mas,FRESH FRUIT JUICE 青天鲜果汁,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-64",150085
1941,Radin Mas,PORRIDGE POT 一品粥,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-71",150085
1942,Radin Mas,HONG SENG CURRY RICE 鴻森咖喱饭,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-74",150085
1943,Radin Mas,FATIMAH MUSLIM FOOD,FOOD & BEVERAGES,"BLK 85, REDHILL LANE, FOOD CENTRE
#01-78",150085
